Material,Grade,Density,TensileStrength,YieldStrength,Hardness,ElasticModulus,CostScore,CorrosionResistance,WearResistance,SustainabilityScore
Grey cast iron 18 GOST1412-85,Standard,7.05,180,90,220.0,95000,7.0,3.5,1.478,4.5
Grey cast iron 20 GOST1412-85,Standard,7.1,200,100,230.0,100000,7.0,3.5,3.492,4.5
Grey cast iron 21 GOST1412-85,Standard,7.15,210,105,220.0,100000,7.0,3.5,1.588,4.5
Grey cast iron 24 GOST1412-85,Standard,7.2,240,120,220.0,105000,7.0,3.5,1.698,4.5
Grey cast iron 25 GOST1412-85,Standard,7.2,250,125,245.0,110000,7.0,3.5,3.7,4.5
Grey cast iron 30 GOST1412-85,Standard,7.3,300,150,260.0,120000,7.0,3.5,3.908,4.5
Grey cast iron 35 GOST1412-85,Standard,7.4,350,175,275.0,125000,7.0,3.5,4.115,4.5
Grey cast iron class 20,Standard,7.16,138,138,220.0,80000,7.0,3.5,1.323,4.5
Grey cast iron class 25,Standard,7.16,172,172,220.0,98000,7.0,3.5,1.448,4.5
Grey cast iron class 30,Standard,7.16,207,207,220.0,100000,7.0,3.5,1.577,4.5
Grey cast iron class 35,Standard,7.16,241,241,220.0,110000,7.0,3.5,1.702,4.5
Grey cast iron class 40,Standard,7.16,276,276,220.0,117000,7.0,3.5,1.83,4.5
Grey cast iron class 50,Standard,7.16,345,345,220.0,124000,7.0,3.5,2.084,4.5
Grey cast iron class 60,Standard,7.16,414,414,220.0,137000,7.0,3.5,2.337,4.5
High Leaded Tin Bronze C93200,Standard,8.8,241,124,239.0,120000,5.0,7.5,1.702,5.0
High Leaded Tin Bronze C93400,Standard,8.8,221,110,239.0,120000,5.0,7.5,1.628,5.0
High Leaded Tin Bronze C93500,Standard,8.8,221,110,239.0,120000,5.0,7.5,1.628,5.0
High Leaded Tin Bronze C93700,Standard,8.8,241,124,239.0,120000,5.0,7.5,1.702,5.0
High Leaded Tin Bronze C93800,Standard,8.8,207,110,239.0,120000,5.0,7.5,1.577,5.0
High Leaded Tin Bronze C93900,Standard,8.8,221,152,239.0,120000,5.0,7.5,1.628,5.0
High Leaded Tin Bronze C94300,Standard,8.8,186,90,239.0,120000,5.0,7.5,1.5,5.0
High Leaded Tin Bronze C94400,Standard,8.8,221,110,239.0,120000,5.0,7.5,1.628,5.0
High Leaded Tin Bronze C94500,Standard,8.8,172,83,239.0,120000,5.0,7.5,1.448,5.0
High-Copper Alloy C81300,Standard,8.93,365,248,239.0,108000,5.0,6.5,2.157,5.0
High-Copper Alloy C81500,Standard,8.93,352,276,239.0,108000,5.0,6.5,2.109,5.0
High-Copper Alloy C81700,Standard,8.93,634,469,239.0,108000,5.0,6.5,3.145,5.0
High-leaded brass C34200,Standard,8.8,338,117,239.0,105000,5.0,6.5,2.058,5.0
ISO EN 10CrMo9-10,,7.86,480,300,239.0,206000,5.0,5.0,2.58,5.0
ISO EN 10S2O,,7.86,360,225,239.0,206000,5.0,5.0,2.139,5.0
ISO EN 11CrMo9-10,,7.86,520,310,239.0,206000,5.0,5.0,2.727,5.0
ISO EN 11SMn30,,7.86,380,230,239.0,206000,5.0,5.0,2.212,5.0
ISO EN 12Ni14,,7.86,490,355,239.0,206000,5.0,5.0,2.616,5.0
ISO EN 12Ni19,,7.86,530,390,239.0,206000,5.0,5.0,2.763,5.0
ISO EN 13CrMo4,,7.86,450,295,239.0,206000,5.0,5.0,2.469,5.0
ISO EN 16MnCr5,case-hardened,7.86,900,680,239.0,206000,5.0,5.0,4.122,5.0
ISO EN 16Mo3,,7.86,440,270,239.0,206000,5.0,5.0,2.433,5.0
ISO EN 16NiCr4,case-hardened,7.86,835,590,239.0,206000,5.0,5.0,3.884,5.0
ISO EN 17Cr3,,7.86,580,340,239.0,206000,5.0,5.0,2.947,5.0
ISO EN 20MnCr5,case-hardened,7.86,980,680,239.0,206000,5.0,5.0,4.416,5.0
ISO EN 35S20,,7.86,600,380,239.0,206000,5.0,5.0,3.02,5.0
ISO EN 51CrV4,case-hardened,7.86,900,700,239.0,206000,5.0,5.0,4.122,5.0
ISO EN C10E,,7.86,420,300,239.0,206000,5.0,5.0,2.359,5.0
ISO EN C15E,,7.86,440,340,239.0,206000,5.0,5.0,2.433,5.0
ISO EN C22,,7.86,470,290,239.0,206000,5.0,5.0,2.543,5.0
ISO EN C25,,7.86,500,320,239.0,206000,5.0,5.0,2.653,5.0
ISO EN C30,,7.86,550,350,239.0,206000,5.0,5.0,2.837,5.0
ISO EN C35,,7.86,600,380,239.0,206000,5.0,5.0,3.02,5.0
ISO EN C40,,7.86,630,400,239.0,206000,5.0,5.0,3.131,5.0
ISO EN E295,,7.86,470,285,239.0,206000,5.0,5.0,2.543,5.0
ISO EN E355,,7.86,570,325,239.0,206000,5.0,5.0,2.91,5.0
ISO EN E360,,7.86,690,355,239.0,206000,5.0,5.0,3.351,5.0
ISO EN FeP01,,7.86,270,280,239.0,206000,5.0,5.0,1.808,5.0
ISO EN FeP03,,7.86,270,240,239.0,206000,5.0,5.0,1.808,5.0
ISO EN FeP04,,7.86,270,210,239.0,206000,5.0,5.0,1.808,5.0
ISO EN P235GH,,7.86,360,225,239.0,206000,5.0,5.0,2.139,5.0
ISO EN P265GH,,7.86,410,225,239.0,206000,5.0,5.0,2.322,5.0
ISO EN P295GH,,7.86,460,290,239.0,206000,5.0,5.0,2.506,5.0
ISO EN S235JO,,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
ISO EN S235JRG1,,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
ISO EN S235JRG2,,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
ISO EN S235JRH,,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
ISO EN S275J2G3,,7.86,410,265,239.0,206000,5.0,5.0,2.322,5.0
ISO EN S275J2HG3,,7.86,410,265,239.0,206000,5.0,5.0,2.322,5.0
ISO EN S275JR,,7.86,410,265,239.0,206000,5.0,5.0,2.322,5.0
ISO EN S355J0WP,,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
ISO EN S355J2G1W,,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
ISO EN S355J2G3,,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
ISO EN S355J2H,,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
ISO EN S355JO,,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
ISO EN S355JOH,,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
ISO EN SPT360,,7.86,360,225,239.0,206000,5.0,5.0,2.139,5.0
ISO EN SPT410,,7.86,410,255,239.0,206000,5.0,5.0,2.322,5.0
ISO EN SPT510,,7.86,510,345,239.0,206000,5.0,5.0,2.69,5.0
ISO EN X12Cr13,,7.86,650,450,239.0,206000,5.0,5.0,3.204,5.0
ISO EN X12CrMnNiN18-9-5,,7.86,680,320,239.0,206000,5.0,5.0,3.314,5.0
ISO EN X17CrNi16-2,,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
ISO EN X20Cr13,,7.86,700,500,239.0,206000,5.0,5.0,3.388,5.0
ISO EN X2CrNi19-11,,7.86,460,180,239.0,206000,5.0,5.0,2.506,5.0
ISO EN X2CrNiMo17-12-2,,7.86,500,200,239.0,206000,5.0,5.0,2.653,5.0
ISO EN X2CrNiMo18-14-3,,7.86,500,200,239.0,206000,5.0,5.0,2.653,5.0
ISO EN X2CrNiMoN17-11-2,,7.86,580,280,239.0,206000,5.0,5.0,2.947,5.0
ISO EN X2CrNiMoN17-13-3,,7.86,580,280,239.0,206000,5.0,5.0,2.947,5.0
ISO EN X2CrNiMoN22-5-3,,7.86,650,450,239.0,206000,5.0,5.0,3.204,5.0
ISO EN X2CrNiN18-10,,7.86,550,270,239.0,206000,5.0,5.0,2.837,5.0
ISO EN X30Cr13,,7.86,850,650,239.0,206000,5.0,5.0,3.939,5.0
ISO EN X3CrNiMo17-13-3,,7.86,500,200,239.0,206000,5.0,5.0,2.653,5.0
ISO EN X5CrNi18-10,,7.86,500,190,239.0,206000,5.0,5.0,2.653,5.0
ISO EN X5CrNiMo17-12-2,,7.86,500,200,239.0,206000,5.0,5.0,2.653,5.0
ISO EN X6Cr13,,7.86,400,230,239.0,206000,5.0,5.0,2.286,5.0
ISO EN X6Cr17,,7.86,400,240,239.0,206000,5.0,5.0,2.286,5.0
ISO EN X6CrNiMoTi17-12-2,,7.86,500,200,239.0,206000,5.0,5.0,2.653,5.0
ISO EN X6CrNiTi18-10,,7.86,500,190,239.0,206000,5.0,5.0,2.653,5.0
ISO EN X8CrNiS18-9,,7.86,500,190,239.0,206000,5.0,5.0,2.653,5.0
ISO EN X8Ni9,,7.86,680,585,239.0,206000,5.0,5.0,3.314,5.0
ISO Grey cast iron,,7.16,150,150,220.0,85000,7.0,3.5,1.367,4.5
ISO Grey cast iron,,7.16,200,200,220.0,85000,7.0,3.5,1.551,4.5
ISO Grey cast iron,,7.16,250,250,220.0,85000,7.0,3.5,1.735,4.5
ISO Grey cast iron,,7.16,300,300,220.0,85000,7.0,3.5,1.918,4.5
ISO Grey cast iron,,7.16,350,350,220.0,85000,7.0,3.5,2.102,4.5
ISO Malleable cast iron,,7.16,400,180,220.0,160000,7.0,3.5,2.286,4.5
ISO Malleable cast iron,,7.16,500,260,220.0,160000,7.0,3.5,2.653,4.5
ISO Nodular cast iron,,7.16,500,320,220.0,169000,7.0,3.5,2.653,4.5
ISO Nodular cast iron,,7.16,600,370,220.0,169000,7.0,3.5,3.02,4.5
ISO Nodular cast iron,,7.16,700,420,220.0,169000,7.0,3.5,3.388,4.5
ISO Nodular cast iron,,7.16,800,480,220.0,169000,7.0,3.5,3.755,4.5
JIS Grey cast iron,,7.16,150,150,220.0,85000,7.0,3.5,1.367,4.5
JIS Grey cast iron,,7.16,200,200,220.0,85000,7.0,3.5,1.551,4.5
JIS Grey cast iron,,7.16,250,250,220.0,85000,7.0,3.5,1.735,4.5
JIS Grey cast iron,,7.16,300,300,220.0,85000,7.0,3.5,1.918,4.5
JIS Grey cast iron,,7.16,350,350,220.0,85000,7.0,3.5,2.102,4.5
JIS JIS S10C,,7.86,420,300,239.0,206000,5.0,5.0,2.359,5.0
JIS JIS S15C,,7.86,440,340,239.0,206000,5.0,5.0,2.433,5.0
JIS JIS S22C,,7.86,420,250,239.0,206000,5.0,5.0,2.359,5.0
JIS JIS S25C,,7.86,480,300,239.0,206000,5.0,5.0,2.58,5.0
JIS JIS S30C,,7.86,540,340,239.0,206000,5.0,5.0,2.8,5.0
JIS JIS S35C,,7.86,600,370,239.0,206000,5.0,5.0,3.02,5.0
JIS JIS S40C,,7.86,630,400,239.0,206000,5.0,5.0,3.131,5.0
JIS JIS S45C,,7.86,650,430,239.0,206000,5.0,5.0,3.204,5.0
JIS JIS S50C,,7.86,700,460,239.0,206000,5.0,5.0,3.388,5.0
JIS JIS S55C,,7.86,750,500,239.0,206000,5.0,5.0,3.571,5.0
JIS JIS S58C,,7.86,780,510,239.0,206000,5.0,5.0,3.682,5.0
JIS JIS SCM430,,7.86,830,630,239.0,206000,5.0,5.0,3.865,5.0
JIS JIS SCM435,,7.86,880,660,239.0,206000,5.0,5.0,4.049,5.0
JIS JIS SCM440,,7.86,930,735,239.0,206000,5.0,5.0,4.233,5.0
JIS JIS SCM445,,7.86,860,680,239.0,206000,5.0,5.0,3.976,5.0
JIS JIS SCr430,,7.86,770,570,239.0,206000,5.0,5.0,3.645,5.0
JIS JIS SCr435,,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
JIS JIS SCr440,,7.86,880,640,239.0,206000,5.0,5.0,4.049,5.0
JIS JIS SM52OB,,7.86,520,335,239.0,206000,5.0,5.0,2.727,5.0
JIS JIS SM52OC,,7.86,520,335,239.0,206000,5.0,5.0,2.727,5.0
JIS JIS SM570,,7.86,570,450,239.0,206000,5.0,5.0,2.91,5.0
JIS JIS SMn433,,7.86,700,490,239.0,206000,5.0,5.0,3.388,5.0
JIS JIS SMnC420,,7.86,980,680,239.0,206000,5.0,5.0,4.416,5.0
JIS JIS SNC815,,7.86,930,680,239.0,206000,5.0,5.0,4.233,5.0
JIS JIS SNCM447,,7.86,1100,900,239.0,206000,5.0,5.0,4.857,5.0
JIS JIS SNCM630,,7.86,1200,1000,239.0,206000,5.0,5.0,5.224,5.0
JIS JIS SNCM815,,7.86,1100,800,239.0,206000,5.0,5.0,4.857,5.0
JIS JIS SS330,,7.86,360,195,239.0,206000,5.0,5.0,2.139,5.0
JIS JIS SS400,,7.86,400,235,239.0,206000,5.0,5.0,2.286,5.0
JIS JIS SS490,,7.86,490,275,239.0,206000,5.0,5.0,2.616,5.0
JIS JIS STKM12A,,7.86,340,175,239.0,206000,5.0,5.0,2.065,5.0
JIS JIS STKM12C,,7.86,470,355,239.0,206000,5.0,5.0,2.543,5.0
JIS JIS STKM13B,,7.86,440,305,239.0,206000,5.0,5.0,2.433,5.0
JIS JIS STKM16A,,7.86,510,325,239.0,206000,5.0,5.0,2.69,5.0
JIS JIS STKM16C,,7.86,620,460,239.0,206000,5.0,5.0,3.094,5.0
JIS JIS SUH1,,7.86,930,685,239.0,206000,5.0,5.0,4.233,5.0
JIS JIS SUH310,,7.86,590,205,239.0,206000,5.0,5.0,2.984,5.0
JIS JIS SUH330,,7.86,560,205,239.0,206000,5.0,5.0,2.873,5.0
JIS JIS SUH35,,7.86,880,560,239.0,206000,5.0,5.0,4.049,5.0
JIS JIS SUM22,,7.86,460,375,239.0,206000,5.0,5.0,2.506,5.0
JIS JIS SUP10,,7.86,1226,1079,239.0,206000,5.0,5.0,5.32,5.0
JIS JIS SUS303,,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS JIS SUS304,,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS JIS SUS304L,,7.86,480,175,239.0,206000,4.0,8.5,3.08,6.0
JIS JIS SUS3093,,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS JIS SUS316,,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS JIS SUS316L,,7.86,480,175,239.0,206000,4.0,8.5,3.08,6.0
JIS JIS SUS321,,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS JIS SUS403,,7.86,588,392,239.0,206000,4.0,8.5,3.476,6.0
JIS JIS SUS405,,7.86,412,177,239.0,206000,4.0,8.5,2.83,6.0
JIS JIS SUS410,,7.86,539,343,239.0,206000,4.0,8.5,3.296,6.0
JIS JIS SUS420J1,,7.86,637,441,239.0,206000,4.0,8.5,3.656,6.0
JIS JIS SUS420J2,,7.86,735,539,239.0,206000,4.0,8.5,4.016,6.0
JIS JIS SUS430,,7.86,430,205,239.0,206000,4.0,8.5,2.896,6.0
JIS JIS SUS431,,7.86,785,588,239.0,206000,4.0,8.5,4.2,6.0
JIS Malleable cast iron,,7.16,400,180,220.0,160000,7.0,3.5,2.286,4.5
JIS Malleable cast iron,,7.16,500,260,220.0,160000,7.0,3.5,2.653,4.5
JIS Nodular cast iron,,7.16,500,320,220.0,169000,7.0,3.5,2.653,4.5
JIS Nodular cast iron,,7.16,600,370,220.0,169000,7.0,3.5,3.02,4.5
JIS Nodular cast iron,,7.16,700,420,220.0,169000,7.0,3.5,3.388,4.5
JIS Nodular cast iron,,7.16,800,480,220.0,169000,7.0,3.5,3.755,4.5
JIS S10C,Standard,7.86,420,300,239.0,206000,5.0,5.0,2.359,5.0
JIS S15C,Standard,7.86,440,340,239.0,206000,5.0,5.0,2.433,5.0
JIS S22C,Standard,7.86,420,250,239.0,206000,5.0,5.0,2.359,5.0
JIS S25C,Standard,7.86,480,300,239.0,206000,5.0,5.0,2.58,5.0
JIS S30C,Standard,7.86,540,340,239.0,206000,5.0,5.0,2.8,5.0
JIS S35C,Standard,7.86,600,370,239.0,206000,5.0,5.0,3.02,5.0
JIS S40C,Standard,7.86,630,400,239.0,206000,5.0,5.0,3.131,5.0
JIS S45C,Standard,7.86,650,430,192.0,206000,5.0,5.0,2.966,5.0
JIS S50C,Standard,7.86,700,460,239.0,206000,5.0,5.0,3.388,5.0
JIS S55C,Standard,7.86,750,500,239.0,206000,5.0,5.0,3.571,5.0
JIS S58C,Standard,7.86,780,510,210.0,206000,5.0,5.0,3.215,5.0
JIS SCM430,Standard,7.86,830,630,239.0,206000,5.0,5.0,3.865,5.0
JIS SCM435,Standard,7.86,880,660,239.0,206000,5.0,5.0,4.049,5.0
JIS SCM440,Standard,7.86,930,735,239.0,206000,5.0,5.0,4.233,5.0
JIS SCM445,Standard,7.86,860,680,239.0,206000,5.0,5.0,3.976,5.0
JIS SCr430,Standard,7.86,770,570,239.0,206000,5.0,5.0,3.645,5.0
JIS SCr435,Standard,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
JIS SCr440,Standard,7.86,880,640,239.0,206000,5.0,5.0,4.049,5.0
JIS SM52OB,Standard,7.86,520,335,239.0,206000,5.0,5.0,2.727,5.0
JIS SM52OC,Standard,7.86,520,335,239.0,206000,5.0,5.0,2.727,5.0
JIS SM570,Standard,7.86,570,450,169.0,206000,5.0,5.0,2.648,5.0
JIS SMn433,Standard,7.86,700,490,239.0,206000,5.0,5.0,3.388,5.0
JIS SMnC420,Standard,7.86,980,680,239.0,206000,5.0,5.0,4.416,5.0
JIS SNC815,Standard,7.86,930,680,239.0,206000,5.0,5.0,4.233,5.0
JIS SNCM447,Standard,7.86,1100,900,239.0,206000,5.0,5.0,4.857,5.0
JIS SNCM630,Standard,7.86,1200,1000,239.0,206000,5.0,5.0,5.224,5.0
JIS SNCM815,Standard,7.86,1100,800,239.0,206000,5.0,5.0,4.857,5.0
JIS SS330,Standard,7.86,360,195,239.0,206000,5.0,5.0,2.139,5.0
JIS SS400,Standard,7.86,400,235,239.0,206000,5.0,5.0,2.286,5.0
JIS SS490,Standard,7.86,490,275,141.0,206000,5.0,5.0,2.26,5.0
JIS STKM12A,Standard,7.86,340,175,239.0,206000,5.0,5.0,2.065,5.0
JIS STKM12C,Standard,7.86,470,355,239.0,206000,5.0,5.0,2.543,5.0
JIS STKM13B,Standard,7.86,440,305,239.0,206000,5.0,5.0,2.433,5.0
JIS STKM16A,Standard,7.86,510,325,239.0,206000,5.0,5.0,2.69,5.0
JIS STKM16C,Standard,7.86,620,460,239.0,206000,5.0,5.0,3.094,5.0
JIS SUH1,Standard,7.86,930,685,239.0,206000,5.0,5.0,4.233,5.0
JIS SUH310,Standard,7.86,590,205,239.0,206000,5.0,5.0,2.984,5.0
JIS SUH330,Standard,7.86,560,205,239.0,206000,5.0,5.0,2.873,5.0
JIS SUH35,Standard,7.86,880,560,239.0,206000,5.0,5.0,4.049,5.0
JIS SUM22,Standard,7.86,460,375,239.0,206000,5.0,5.0,2.506,5.0
JIS SUP10,Standard,7.86,1226,1079,239.0,206000,5.0,5.0,5.32,5.0
JIS SUP9,heat treated,7.86,1226,1079,239.0,206000,5.0,5.0,5.32,5.0
JIS SUP9 heat,treated,7.86,1226,1079,239.0,206000,5.0,5.0,5.32,5.0
JIS SUS303,Standard,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS SUS304,Standard,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS SUS304L,Standard,7.86,480,175,239.0,206000,4.0,8.5,3.08,6.0
JIS SUS3093,Standard,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS SUS316,Standard,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS SUS316L,Standard,7.86,480,175,239.0,206000,4.0,8.5,3.08,6.0
JIS SUS321,Standard,7.86,520,205,239.0,206000,4.0,8.5,3.227,6.0
JIS SUS403,Standard,7.86,588,392,239.0,206000,4.0,8.5,3.476,6.0
JIS SUS405,Standard,7.86,412,177,239.0,206000,4.0,8.5,2.83,6.0
JIS SUS410,Standard,7.86,539,343,239.0,206000,4.0,8.5,3.296,6.0
JIS SUS420J1,Standard,7.86,637,441,239.0,206000,4.0,8.5,3.656,6.0
JIS SUS420J2,Standard,7.86,735,539,239.0,206000,4.0,8.5,4.016,6.0
JIS SUS430,Standard,7.86,430,205,239.0,206000,4.0,8.5,2.896,6.0
JIS SUS431,Standard,7.86,785,588,239.0,206000,4.0,8.5,4.2,6.0
Leaded Muntz metal C36500,As hot rolled,8.8,372,138,239.0,105000,5.0,5.0,2.183,5.0
Leaded Muntz metal C36500 As hot,rolled,8.8,372,138,239.0,105000,5.0,5.0,2.183,5.0
Leaded Tin Bronze C92200,Standard,8.8,276,138,239.0,120000,5.0,7.5,1.83,5.0
Leaded Tin Bronze C92300,Standard,8.8,276,138,239.0,120000,5.0,7.5,1.83,5.0
Leaded Tin Bronze C92500,Standard,8.8,303,138,239.0,120000,5.0,7.5,1.929,5.0
Leaded Tin Bronze C92600,Standard,8.8,303,138,239.0,120000,5.0,7.5,1.929,5.0
Leaded Tin Bronze C92700,Standard,8.8,290,145,239.0,120000,5.0,7.5,1.882,5.0
Leaded Tin Bronze C92800,Standard,8.8,276,207,239.0,120000,5.0,7.5,1.83,5.0
Leaded Tin Bronze C92900,Standard,8.8,324,179,239.0,120000,5.0,7.5,2.007,5.0
Leaded commercial bronze C31400,Standard,8.8,255,83,239.0,105000,5.0,7.5,1.753,5.0
Low brass C24000,Standard,8.8,290,83,239.0,105000,5.0,6.5,1.882,5.0
Low-leaded brass C33000,Standard,8.8,324,103,239.0,105000,5.0,6.5,2.007,5.0
Magnesium Alloy AM100A-T61,sand casting,1.75,276,152,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy AM60A-F,pressure die casting,1.75,221,131,239.0,73000,5.0,5.0,1.628,8.0
Magnesium Alloy AM60B-F,pressure die casting,1.75,221,131,239.0,73000,5.0,5.0,1.628,8.0
Magnesium Alloy AS41A-F,pressure die casting,1.75,214,138,239.0,73000,5.0,5.0,1.602,8.0
Magnesium Alloy AZ10A-F,As extruded,1.75,241,145,239.0,73000,5.0,5.0,1.702,8.0
Magnesium Alloy AZ10A-F As,extruded,1.75,241,145,239.0,73000,5.0,5.0,1.702,8.0
Magnesium Alloy AZ31B-F,As extruded,1.75,262,200,239.0,73000,5.0,5.0,1.779,8.0
Magnesium Alloy AZ31B-F As,extruded,1.75,262,200,239.0,73000,5.0,5.0,1.779,8.0
Magnesium Alloy AZ31B-H24,Standard,1.75,290,221,239.0,73000,5.0,5.0,1.882,8.0
Magnesium Alloy AZ31C-F,As extruded,1.75,262,200,239.0,73000,5.0,5.0,1.779,8.0
Magnesium Alloy AZ31C-F As,extruded,1.75,262,200,239.0,73000,5.0,5.0,1.779,8.0
Magnesium Alloy AZ31C-H24,Standard,1.75,290,221,239.0,73000,5.0,5.0,1.882,8.0
Magnesium Alloy AZ61A-F,As extruded,1.75,310,228,239.0,73000,5.0,5.0,1.955,8.0
Magnesium Alloy AZ61A-F As,extruded,1.75,310,228,239.0,73000,5.0,5.0,1.955,8.0
Magnesium Alloy AZ63A-T6,sand casting,1.75,276,97,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy AZ80A-T5,As extruded,1.75,379,276,239.0,73000,5.0,5.0,2.209,8.0
Magnesium Alloy AZ80A-T5 As,extruded,1.75,379,276,239.0,73000,5.0,5.0,2.209,8.0
Magnesium Alloy AZ81A-T4,sand casting,1.75,276,83,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy AZ91A-F,pressure die casting,1.75,234,159,239.0,73000,5.0,5.0,1.676,8.0
Magnesium Alloy AZ91B-FAZ91B-F,pressure die casting,1.75,234,159,239.0,73000,5.0,5.0,1.676,8.0
Magnesium Alloy AZ91C-T6,sand casting,1.75,276,145,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy AZ91D-F,pressure die casting,1.75,234,159,239.0,73000,5.0,5.0,1.676,8.0
Magnesium Alloy AZ91E-T6,sand casting,1.75,276,145,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy AZ92A-T6,sand casting,1.75,276,152,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy EZ33A-T5,sand casting,1.75,159,110,239.0,73000,5.0,5.0,1.4,8.0
Magnesium Alloy HK31A-H24,Standard,1.75,262,207,239.0,73000,5.0,5.0,1.779,8.0
Magnesium Alloy HK31A-T6,sand casting,1.75,221,103,239.0,73000,5.0,5.0,1.628,8.0
Magnesium Alloy HM21A-T8,Standard,1.75,234,172,239.0,73000,5.0,5.0,1.676,8.0
Magnesium Alloy HM31A-F,As extruded,1.75,290,228,239.0,73000,5.0,5.0,1.882,8.0
Magnesium Alloy HM31A-F As,extruded,1.75,290,228,239.0,73000,5.0,5.0,1.882,8.0
Magnesium Alloy HZ32A-T6,sand casting,1.75,186,90,239.0,73000,5.0,5.0,1.5,8.0
Magnesium Alloy K1A-F,sand casting,1.75,179,55,239.0,73000,5.0,5.0,1.474,8.0
Magnesium Alloy M1A-F,As extruded,1.75,255,179,239.0,73000,5.0,5.0,1.753,8.0
Magnesium Alloy M1A-F As,extruded,1.75,255,179,239.0,73000,5.0,5.0,1.753,8.0
Magnesium Alloy QE22A-T6,sand casting,1.75,262,193,239.0,73000,5.0,5.0,1.779,8.0
Magnesium Alloy QH21A-T6,sand casting,1.75,276,207,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy WE54A-F,sand casting,1.75,276,200,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy ZE41A-T5,sand casting,1.75,207,138,239.0,73000,5.0,5.0,1.577,8.0
Magnesium Alloy ZE63A-T6,sand casting,1.75,303,193,239.0,73000,5.0,5.0,1.929,8.0
Magnesium Alloy ZH62A-T5,sand casting,1.75,241,152,239.0,73000,5.0,5.0,1.702,8.0
Magnesium Alloy ZK40A-T5,As extruded,1.75,276,255,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy ZK40A-T5 As,extruded,1.75,276,255,239.0,73000,5.0,5.0,1.83,8.0
Magnesium Alloy ZK51A-T5,sand casting,1.75,207,138,239.0,73000,5.0,5.0,1.577,8.0
Magnesium Alloy ZK60A-F,As extruded,1.75,352,283,239.0,73000,5.0,5.0,2.109,8.0
Magnesium Alloy ZK60A-F As,extruded,1.75,352,283,239.0,73000,5.0,5.0,2.109,8.0
Magnesium Alloy ZK61A-T6,sand casting,1.75,310,193,239.0,73000,5.0,5.0,1.955,8.0
Malleable cast iron,Standard,7.16,276,207,220.0,172000,7.0,3.5,1.83,4.5
Malleable cast iron,Standard,7.16,414,317,220.0,172000,7.0,3.5,2.337,4.5
Malleable cast iron,Standard,7.16,552,427,220.0,172000,7.0,3.5,2.844,4.5
Malleable cast iron,Standard,7.16,689,538,220.0,172000,7.0,3.5,3.347,4.5
Malleable cast iron,Standard,7.16,400,180,220.0,160000,7.0,3.5,3.354,4.5
Malleable cast iron,Standard,7.16,500,260,230.0,160000,7.0,3.5,3.492,4.5
Malleable cast iron 30-6,Standard,7.16,294,170,131.0,160000,7.0,3.5,2.122,4.5
Malleable cast iron 33-8,Standard,7.16,323,190,131.0,160000,7.0,3.5,2.122,4.5
Malleable cast iron 35-10,Standard,7.16,333,190,131.0,160000,7.0,3.5,2.122,4.5
Malleable cast iron 37-12,Standard,7.16,362,210,136.0,160000,7.0,3.5,2.191,4.5
Malleable cast iron 40,Standard,7.16,400,180,220.0,160000,7.0,3.5,3.354,4.5
Malleable cast iron 45-7,Standard,7.16,441,260,178.0,160000,7.0,3.5,2.772,4.5
Malleable cast iron 50-5,Standard,7.16,490,290,200.0,160000,7.0,3.5,3.077,4.5
Malleable cast iron 55-4,Standard,7.16,539,325,216.0,160000,7.0,3.5,3.298,4.5
Malleable cast iron 60-3,Standard,7.16,588,350,234.0,160000,7.0,3.5,3.548,4.5
